text,label
"Good evening, Your Airbnb reservation in Barcelona is confirmed for July 10-15. Host Elena will send check-in details 48 hours before arrival.",0
"Hey, Can you send me the login details for the analytics dashboard? I need to pull some data for the report. Thanks!",0
"Hi there, Just a reminder that your gym membership auto-renews in 3 days. To cancel or change your plan, visit the member portal.",0
"Hello, We're reaching out to let you know that your support ticket #38291 has been escalated to our engineering team for review.",0
"Hi David, Attached is the invoice for last month's consulting work. Total: $3,200. Payment is due within 30 days. Thank you!",0
"Team, Don't forget we have a company all-hands this Thursday at 4pm. The CEO will share Q2 results and the roadmap for H2.",0
"Hello, Your Zoom recording from the 2pm meeting on June 3 is now available. You can view it at zoom.us/recording/xyz.",0
"Hi! I just wanted to say thank you for helping me with the presentation yesterday. It went really well and the client loved it.",0
"Dear Student, Your grade for COMM 301 has been posted. You can view it on the student portal at university.edu/grades.",0
"Hey, I've sent you a Google Doc with my comments on the draft. Check it out when you get a chance — mostly small edits. No rush!",0
"Hello, Your electricity bill for June is ready to view. Amount due: $87.50 by June 25. Log in at electricityco.com to pay.",0
"Hi, Just a reminder that your dental appointment is next Tuesday at 10am with Dr. Patel. Reply CONFIRM to keep it or CANCEL to reschedule.",0
"Good morning! Quick reminder that we're doing performance reviews this month. I'll reach out individually to schedule 1-on-1s. Thanks!",0
"Your order from Best Buy has been delivered to your front door. If there are any issues, contact bestbuy.com/support.",0
"Hey team, The code freeze for the v2.0 release is this Friday. Please make sure all PRs are merged and tested before then.",0
"Hi Maria, Thank you for attending our webinar on digital marketing. Here is the link to the recording and the slides we promised.",0
"Hello, We are conducting a routine system maintenance this weekend from 11pm to 3am. Some services may be temporarily unavailable.",0
"Hi, Your LinkedIn connection request has been accepted by Robert Chen, Senior Engineer at Google. You can now message each other.",0
"Good afternoon, I've just updated the shared spreadsheet with last week's sales data. Let me know if anything looks off. Thanks!",0
"Hey! Are you free for a call sometime this week? I wanted to get your opinion on something before we finalize the design.",0
"Your Venmo payment of $45 to Mike for dinner has been sent. Your new balance is $123.50. View the transaction at venmo.com.",0
"Dear Sir or Madam, We are pleased to invite you to the annual gala dinner on September 14 at the Grand Ballroom. RSVP by August 30.",0
"Hi, Just a heads up that I've submitted the quarterly tax documents to the accountant. Let me know if you need copies for your records.",0
"Hello, Your two-factor authentication code is 583921. This code expires in 10 minutes. If you did not request this, ignore this message.",0
"Hey everyone, Lunch is on us today! The company is ordering pizza for the whole team. Just reply with your order by 11:30am.",0
"Hi, Your mentorship session with Alex is confirmed for next Wednesday at 4pm. You'll receive a calendar invite shortly.",0
"Good morning, The printer on the 3rd floor is now working again after maintenance. Sorry for any inconvenience this week.",0
"Hi, Please find attached the NDA we discussed. Review it with your legal team and sign by end of week if you're happy. Thanks.",0
"Your package from ASOS is out for delivery today. You'll receive an update when it's delivered. Track at asos.com/my-orders.",0
"Hey, Quick reminder to vote in the team poll about our holiday party date. The link was shared in the team Slack channel.",0
"Hello, This is your bank: a new payee has been added to your account by you on June 4. If this was not you, call us immediately.",0
"Hi, Thanks for subscribing to our monthly newsletter! You'll receive curated articles and resources every first Monday of the month.",0
"Team, I'll be out of office from June 10-14 for vacation. Please reach out to Jessica for urgent matters during this time.",0
"Hi, Your Medium article 'Top 5 Python Tips' has been published and is now live. Share it with your network!",0
"Good afternoon, We are delighted to offer you the position of Software Engineer. Please review the attached offer letter.",0
"Hey! Long time no talk. I'll be in your city next month for a conference. Any chance you'd be free for coffee? Would love to catch up.",0
"Hello, Your Cloud Storage backup completed successfully. 3.4 GB uploaded. Last backup: June 4 at 11:30 PM. All files are safe.",0
"Hi Team, The design mockups for the new dashboard are ready for review. I've shared them in Figma — comments welcome by Friday.",0
"Your subscription to Adobe Creative Cloud renews on July 1. The amount of $54.99 will be charged to your card on file.",0
"Hey, Just checking in on the status of the Johnson account. Are we still on track to deliver by end of the month? Let me know.",0
"Dear Alumni, You are cordially invited to the annual homecoming event on October 5. Register at alumni.university.edu.",0
"Hello, A reminder that your car service appointment is booked for this Saturday at 9am at City Motors. Call us if you need to reschedule.",0
"Hi James, I've attached the revised contract with the changes we discussed. The key updates are in sections 3 and 7. Please review.",0
"Good morning! Here's your daily briefing: 3 meetings today, 2 pending emails from clients, 1 deadline this Friday. Have a great day!",0
"Hey, I noticed the budget tracker hasn't been updated this week. Can you add your department's figures before EOD? Thanks!",0
"Your bank has sent you a new statement. Log in to your online banking at yourbank.com to view your June statement.",0
"Hi, Just sent you a Slack DM with some feedback on your report. Nothing major — mostly formatting and a few data points to double-check.",0
"Good evening, Your Instacart order from Whole Foods is on its way. Estimated arrival: 8:15 PM. Track your shopper in the app.",0
"Hello, This is a reminder from the City Council that your property tax payment is due on June 30. Pay online at city.gov/tax.",0
"Hi Team, We've rolled back the database migration due to an issue found in QA. I'll share a postmortem by end of week.",0
"Hey, I just saw your presentation at the conference — great work! Would love to connect and learn more about your research.",0
"Your Apple ID email address was changed. If you did not make this change, go to appleid.apple.com and sign in immediately.",0
"Hi, This is a reminder that the fire drill is scheduled for this Thursday at 10am. Please exit via the nearest stairwell.",0
"Hello, Your interview with Acme Corp has been rescheduled from June 8 to June 12 at 3pm. The Zoom link remains the same.",0
"Hi Mom, I just landed safely. The flight was smooth. I'll call you tonight once I've checked into the hotel. Love you!",0
"Team, Quick update: the server upgrade last night went smoothly. All systems are running normally. No action needed from anyone.",0
"Hi, Congratulations on completing the Advanced Python course! Your certificate is ready to download from the platform.",0
"Dear Customer, your annual credit card fee of $95 has been waived as a loyalty reward. No action required. Thank you for being with us.",0
"Hello! We noticed you left some items in your cart. Here's a reminder — your cart is saved and the items are still available.",0
"Hey, Can you cover my shift on Saturday? I'll swap with you for Sunday. Let me know ASAP so I can sort it out with the manager.",0
"Good morning, This is your weekly digest from Google Analytics. Your website received 4,231 visits last week, up 8% from the prior week.",0
"Hi, Just confirming the invoice total is $1,250 for the photography package. Payment via bank transfer preferred. Details are attached.",0
"Your ZipRecruiter application for 'Data Analyst' at TechCorp was viewed by the employer. Apply to more jobs to increase your chances!",0
"Hello Team, Please complete the mandatory cybersecurity awareness training by June 15. The link is on the company intranet. Thank you.",0
"Hi, I wanted to share this interesting article I came across on machine learning. I think it's relevant to what we're building — enjoy!",0
"Good morning, The office coffee machine has been repaired. It's back in service. Thanks for your patience this week!",0
"Hi, A gentle reminder that your library ebook loan expires tomorrow. Borrow again or return it through the library app.",0
"Dear Customer, We want to let you know that our privacy policy has been updated. Please read the new policy at ourcompany.com/privacy.",0
"Hey! Happy birthday! Hope you have an amazing day — we should celebrate sometime this week if you're up for it!",0
"Your GitHub Actions workflow 'CI Pipeline' passed. Build time: 3m 42s. All 87 tests passed. See the results at github.com/actions.",0
"Hi Sarah, I've added your feedback to the document and updated the conclusion section. Can you review the final draft before we submit?",0
"Good afternoon, Your vet appointment for Max is tomorrow at 2pm at City Animal Clinic. Please arrive 10 minutes early to fill out forms.",0
"Team, Please join us for a virtual coffee chat this Friday at 4pm. It's casual — just a chance to catch up before the weekend.",0
"Hello, Your tax return has been processed by the IRS. Your refund of $1,340 will be deposited within 21 days. No further action needed.",0
"Hi, I'm reaching out because I noticed a possible bug in the checkout flow — items disappear from the cart on mobile. Can you look into it?",0
"Dear Investor, Your quarterly portfolio statement is now available. Log in at yourbrokerage.com to view your holdings and performance.",0
"Good morning! A new comment was posted on your blog post 'How to Start Investing.' Check it out and reply if you'd like!",0
"Hey, I tested the new feature on staging and it looks good to me. The only thing I noticed is a slight delay on the first load.",0
"Hi, Just a heads up that parking on Oak Street will be restricted on Friday for the road resurfacing project. Plan accordingly.",0
"Your Etsy order from HandmadeGifts is being prepared. You'll receive a shipping notification within 1-2 business days. Thank you!",0
"Hello, Your trial period for Grammarly Premium ends in 3 days. Upgrade to keep all premium features: grammarly.com/upgrade.",0
"Hi, We're planning a potluck lunch next Friday. Can you sign up for a dish on the shared Google Sheet? Link is in the email below.",0
"Good evening, This is to confirm your hotel reservation at Marriott Chicago from July 4-7. Check-in is at 3pm. Enjoy your stay!",0
"Hey! Great catching up today. I'll send the recap of what we discussed and the next steps we agreed on. Chat soon!",0
"Your monthly bank statement for May is ready. You can view and download it by logging in at yourbank.com/statements.",0
"Hi, Attached is the preliminary budget for next quarter. We're slightly over on marketing spend. Let's discuss options at our next meeting.",0
"Hello, This is a notice that the community association meeting is on June 18 at 7pm in the clubhouse. All residents are welcome.",0
"Hi Team, I've just deployed the hotfix to production. The payment processing issue is resolved. Thanks to everyone who helped debug.",0
"Dear Customer, Your feedback has been received. We appreciate your response to our survey and will use it to improve our service.",0
"Hey, do you have the login credentials for the staging server? I need to test a fix but can't find them in the shared doc.",0
